Total Awards,Award Type,Year,Institution,Campus,County,2 Digit CIP,6 Digit CIP,4 Digit CIP,State
33,Diploma,2021-22,Shelbyville,Main Campus,"Bedford County, TN",47,47.0303,47.03,Tennessee
6,Diploma,2021-22,Shelbyville,Main Campus,"Bedford County, TN",52,52.0402,52.04,Tennessee
8,Diploma,2021-22,Shelbyville,Main Campus,"Bedford County, TN",47,47.0201,47.02,Tennessee
8,Diploma,2021-22,Shelbyville,Main Campus,"Bedford County, TN",48,48.0501,48.05,Tennessee
4,Diploma,2021-22,Shelbyville,Main Campus,"Bedford County, TN",47,47.0604,47.06,Tennessee
5,Diploma,2019-20,Shelbyville,Main Campus,"Bedford County, TN",47,47.0604,47.06,Tennessee
22,Diploma,2019-20,Shelbyville,Main Campus,"Bedford County, TN",48,48.0501,48.05,Tennessee
16,Diploma,2019-20,Shelbyville,Main Campus,"Bedford County, TN",47,47.0201,47.02,Tennessee
6,Diploma,2019-20,Shelbyville,Main Campus,"Bedford County, TN",47,47.0603,47.06,Tennessee
13,Diploma,2019-20,Shelbyville,Main Campus,"Bedford County, TN",48,48.0508,48.05,Tennessee
12,Diploma,2019-20,Shelbyville,Main Campus,"Bedford County, TN",46,46.0302,46.03,Tennessee
54,Diploma,2019-20,Shelbyville,Main Campus,"Bedford County, TN",47,47.0303,47.03,Tennessee
10,Diploma,2019-20,Shelbyville,Main Campus,"Bedford County, TN",52,52.0402,52.04,Tennessee
2,Diploma,2019-20,Shelbyville,Middle Tennessee Education Center,"Bedford County, TN",47,47.0303,47.03,Tennessee
1,Certificate,2019-20,Whiteville,Brownsville Extension Campus,"Haywood County, TN",48,48.0501,48.05,Tennessee
3,Certificate,2019-20,Whiteville,Brownsville Extension Campus,"Haywood County, TN",51,51.0707,51.07,Tennessee
5,Diploma,2019-20,Whiteville,Brownsville Extension Campus,"Haywood County, TN",51,51.0707,51.07,Tennessee
6,Diploma,2019-20,Whiteville,Brownsville Extension Campus,"Haywood County, TN",48,48.0501,48.05,Tennessee
4,Certificate,2019-20,Whiteville,Main Campus,"Madison County, TN",47,47.0604,47.06,Tennessee
1,Certificate,2019-20,Whiteville,Main Campus,"Madison County, TN",48,48.0508,48.05,Tennessee
2,Certificate,2019-20,Whiteville,Main Campus,"Madison County, TN",47,47.0303,47.03,Tennessee
2,Diploma,2019-20,Whiteville,Main Campus,"Madison County, TN",47,47.0604,47.06,Tennessee
16,Diploma,2019-20,Whiteville,Main Campus,"Madison County, TN",51,51.0801,51.08,Tennessee
10,Diploma,2019-20,Whiteville,Main Campus,"Madison County, TN",47,47.0201,47.02,Tennessee
2,Diploma,2019-20,Whiteville,Main Campus,"Madison County, TN",48,48.0508,48.05,Tennessee
9,Diploma,2019-20,Whiteville,Main Campus,"Madison County, TN",47,47.0303,47.03,Tennessee
16,Diploma,2021-22,Athens,Main Campus,"McMinn County, TN",51,51.3901,51.39,Tennessee
38,Diploma,2019-20,Athens,Main Campus,"McMinn County, TN",51,51.3901,51.39,Tennessee
21,Certificate,2021-22,Chattanooga,Main Campus,"Hamilton County, TN",51,51.3501,51.35,Tennessee
28,Certificate,2019-20,Chattanooga,Main Campus,"Hamilton County, TN",51,51.3501,51.35,Tennessee
32,Diploma,2021-22,Chattanooga,Main Campus,"Hamilton County, TN",51,51.3901,51.39,Tennessee
32,Diploma,2019-20,Chattanooga,Main Campus,"Hamilton County, TN",51,51.3901,51.39,Tennessee
14,Certificate,2021-22,Covington,Main Campus,"Tipton County, TN",11,11.1006,11.1,Tennessee
4,Certificate,2021-22,Covington,Main Campus,"Tipton County, TN",51,51.3901,51.39,Tennessee
10,Certificate,2019-20,Covington,Main Campus,"Tipton County, TN",11,11.1006,11.1,Tennessee
6,Diploma,2021-22,Covington,Main Campus,"Tipton County, TN",11,11.1006,11.1,Tennessee
30,Diploma,2021-22,Covington,Main Campus,"Tipton County, TN",51,51.3901,51.39,Tennessee
16,Diploma,2019-20,Covington,Main Campus,"Tipton County, TN",51,51.3901,51.39,Tennessee
1,Diploma,2019-20,Covington,Main Campus,"Tipton County, TN",11,11.1006,11.1,Tennessee
10,Certificate,2021-22,Crossville,Main Campus,"Cumberland County, TN",11,11.1006,11.1,Tennessee
3,Certificate,2021-22,Crossville,Main Campus,"Cumberland County, TN",51,51.3901,51.39,Tennessee
5,Certificate,2019-20,Crossville,Main Campus,"Cumberland County, TN",11,11.1006,11.1,Tennessee
9,Diploma,2021-22,Crossville,Main Campus,"Cumberland County, TN",11,11.1006,11.1,Tennessee
52,Diploma,2021-22,Crossville,Main Campus,"Cumberland County, TN",51,51.3901,51.39,Tennessee
43,Diploma,2019-20,Crossville,Main Campus,"Cumberland County, TN",51,51.3901,51.39,Tennessee
8,Diploma,2019-20,Crossville,Main Campus,"Cumberland County, TN",11,11.1006,11.1,Tennessee
3,Certificate,2021-22,Crump,Henderson/Chester County's ISC,"Chester County, TN",11,11.1002,11.1,Tennessee
10,Certificate,2021-22,Crump,Main Campus,"Hardin County, TN",51,51.3901,51.39,Tennessee
4,Certificate,2021-22,Crump,Main Campus,"Hardin County, TN",11,11.1006,11.1,Tennessee
5,Certificate,2021-22,Crump,Main Campus,"Hardin County, TN",15,15.1301,15.13,Tennessee
4,Certificate,2019-20,Crump,Main Campus,"Hardin County, TN",11,11.1006,11.1,Tennessee
2,Certificate,2019-20,Crump,Main Campus,"Hardin County, TN",15,15.1301,15.13,Tennessee
37,Diploma,2021-22,Crump,Main Campus,"Hardin County, TN",51,51.3901,51.39,Tennessee
2,Diploma,2019-20,Crump,Main Campus,"Hardin County, TN",11,11.1006,11.1,Tennessee
2,Diploma,2019-20,Crump,Main Campus,"Hardin County, TN",15,15.1301,15.13,Tennessee
39,Diploma,2019-20,Crump,Main Campus,"Hardin County, TN",51,51.3901,51.39,Tennessee
3,Certificate,2021-22,Dickson,Clarksville Extension,"Montgomery County, TN",51,51.3901,51.39,Tennessee
12,Certificate,2021-22,Dickson,Clarksville Extension,"Montgomery County, TN",11,11.1006,11.1,Tennessee
7,Certificate,2019-20,Dickson,Clarksville Extension,"Montgomery County, TN",11,11.1006,11.1,Tennessee
1,Certificate,2019-20,Dickson,Clarksville Extension,"Montgomery County, TN",51,51.3901,51.39,Tennessee
4,Diploma,2021-22,Dickson,Clarksville Extension,"Montgomery County, TN",11,11.1006,11.1,Tennessee
27,Diploma,2021-22,Dickson,Clarksville Extension,"Montgomery County, TN",51,51.3901,51.39,Tennessee
4,Diploma,2019-20,Dickson,Clarksville Extension,"Montgomery County, TN",11,11.1006,11.1,Tennessee
33,Diploma,2019-20,Dickson,Clarksville Extension,"Montgomery County, TN",51,51.3901,51.39,Tennessee
2,Certificate,2021-22,Dickson,Franklin Extension,"Williamson County, TN",51,51.3901,51.39,Tennessee
1,Certificate,2019-20,Dickson,Franklin Extension,"Williamson County, TN",51,51.3901,51.39,Tennessee
6,Diploma,2021-22,Dickson,Franklin Extension,"Williamson County, TN",51,51.3901,51.39,Tennessee
16,Diploma,2019-20,Dickson,Franklin Extension,"Williamson County, TN",51,51.3901,51.39,Tennessee
18,Certificate,2021-22,Dickson,Main Campus,"Dickson County, TN",51,51.3901,51.39,Tennessee
7,Certificate,2021-22,Dickson,Main Campus,"Dickson County, TN",11,11.1006,11.1,Tennessee
19,Certificate,2019-20,Dickson,Main Campus,"Dickson County, TN",51,51.3901,51.39,Tennessee
8,Certificate,2019-20,Dickson,Main Campus,"Dickson County, TN",11,11.1006,11.1,Tennessee
50,Diploma,2021-22,Dickson,Main Campus,"Dickson County, TN",51,51.3901,51.39,Tennessee
7,Diploma,2021-22,Dickson,Main Campus,"Dickson County, TN",11,11.1006,11.1,Tennessee
3,Diploma,2019-20,Dickson,Main Campus,"Dickson County, TN",11,11.1006,11.1,Tennessee
61,Diploma,2019-20,Dickson,Main Campus,"Dickson County, TN",51,51.3901,51.39,Tennessee
4,Certificate,2021-22,Elizabethton,Kingsport Extension Campus,"Sullivan County, TN",51,51.3901,51.39,Tennessee
7,Certificate,2019-20,Elizabethton,Kingsport Higher Education Center,"Sullivan County, TN",51,51.3901,51.39,Tennessee
29,Diploma,2021-22,Elizabethton,Kingsport Higher Education Center,"Sullivan County, TN",51,51.3901,51.39,Tennessee
39,Diploma,2019-20,Elizabethton,Kingsport Higher Education Center,"Sullivan County, TN",51,51.3901,51.39,Tennessee
33,Certificate,2021-22,Elizabethton,Main Campus,"Carter County, TN",51,51.1009,51.1,Tennessee
11,Certificate,2021-22,Elizabethton,Main Campus,"Carter County, TN",51,51.3901,51.39,Tennessee
16,Certificate,2021-22,Elizabethton,Main Campus,"Carter County, TN",51,51.3104,51.31,Tennessee
2,Certificate,2021-22,Elizabethton,Main Campus,"Carter County, TN",11,11.1006,11.1,Tennessee
21,Certificate,2019-20,Elizabethton,Main Campus,"Carter County, TN",51,51.3104,51.31,Tennessee
12,Certificate,2019-20,Elizabethton,Main Campus,"Carter County, TN",51,51.3901,51.39,Tennessee
6,Certificate,2019-20,Elizabethton,Main Campus,"Carter County, TN",11,11.1006,11.1,Tennessee
35,Certificate,2019-20,Elizabethton,Main Campus,"Carter County, TN",51,51.1009,51.1,Tennessee
61,Diploma,2021-22,Elizabethton,Main Campus,"Carter County, TN",51,51.3901,51.39,Tennessee
8,Diploma,2021-22,Elizabethton,Main Campus,"Carter County, TN",11,11.1006,11.1,Tennessee
9,Diploma,2019-20,Elizabethton,Main Campus,"Carter County, TN",11,11.1006,11.1,Tennessee
93,Diploma,2019-20,Elizabethton,Main Campus,"Carter County, TN",51,51.3901,51.39,Tennessee
4,Certificate,2021-22,Harriman,Loudon County Technology Center,"Loudon County, TN",51,51.3901,51.39,Tennessee
11,Diploma,2021-22,Harriman,Loudon County Technology Center,"Loudon County, TN",51,51.3901,51.39,Tennessee
12,Certificate,2021-22,Harriman,Main Campus,"Roane County, TN",51,51.3901,51.39,Tennessee
13,Certificate,2021-22,Harriman,Main Campus,"Roane County, TN",46,46.9999,46.99,Tennessee
3,Certificate,2019-20,Harriman,Main Campus,"Roane County, TN",46,46.9999,46.99,Tennessee
1,Certificate,2019-20,Harriman,Main Campus,"Roane County, TN",51,51.3901,51.39,Tennessee
30,Diploma,2021-22,Harriman,Main Campus,"Roane County, TN",51,51.3901,51.39,Tennessee
5,Diploma,2021-22,Harriman,Main Campus,"Roane County, TN",46,46.9999,46.99,Tennessee
4,Diploma,2019-20,Harriman,Main Campus,"Roane County, TN",46,46.9999,46.99,Tennessee
25,Diploma,2019-20,Harriman,Main Campus,"Roane County, TN",51,51.3901,51.39,Tennessee
12,Certificate,2019-20,Hartsville,Hendersonville High School,"Sumner County, TN",51,51.3902,51.39,Tennessee
1,Certificate,2021-22,Hartsville,Main Campus,"Trousdale County, TN",51,51.3902,51.39,Tennessee
9,Certificate,2021-22,Hartsville,Main Campus,"Trousdale County, TN",11,11.1006,11.1,Tennessee
7,Certificate,2019-20,Hartsville,Main Campus,"Trousdale County, TN",51,51.3902,51.39,Tennessee
12,Certificate,2019-20,Hartsville,Main Campus,"Trousdale County, TN",11,11.1006,11.1,Tennessee
14,Diploma,2021-22,Hartsville,Main Campus,"Trousdale County, TN",51,51.3901,51.39,Tennessee
20,Diploma,2019-20,Hartsville,Main Campus,"Trousdale County, TN",51,51.3901,51.39,Tennessee
16,Certificate,2019-20,Hartsville,Trousdale County High School,"Trousdale County, TN",51,51.3902,51.39,Tennessee
7,Certificate,2021-22,Hartsville,Wilson County Career and Technical Education Center,"Wilson County, TN",51,51.3901,51.39,Tennessee
8,Certificate,2021-22,Hartsville,Wilson County Career and Technical Education Center,"Wilson County, TN",11,11.1006,11.1,Tennessee
4,Certificate,2019-20,Hartsville,Wilson County Career and Technical Education Center,"Wilson County, TN",11,11.1006,11.1,Tennessee
24,Diploma,2021-22,Hartsville,Wilson County Career and Technical Education Center,"Wilson County, TN",51,51.3901,51.39,Tennessee
4,Diploma,2021-22,Hartsville,Wilson County Career and Technical Education Center,"Wilson County, TN",11,11.1006,11.1,Tennessee
5,Diploma,2019-20,Hartsville,Wilson County Career and Technical Education Center,"Wilson County, TN",11,11.1006,11.1,Tennessee
23,Diploma,2019-20,Hartsville,Wilson County Career and Technical Education Center,"Wilson County, TN",51,51.3901,51.39,Tennessee
7,Diploma,2021-22,Hohenwald,Columbia Central High School Instructional Service,"Maury County, TN",51,51.3901,51.39,Tennessee
2,Certificate,2021-22,Hohenwald,Main Campus,"Lewis County, TN",15,15.1301,15.13,Tennessee
3,Certificate,2019-20,Hohenwald,Main Campus,"Lewis County, TN",15,15.1301,15.13,Tennessee
3,Diploma,2021-22,Hohenwald,Main Campus,"Lewis County, TN",15,15.1301,15.13,Tennessee
17,Diploma,2021-22,Hohenwald,Main Campus,"Lewis County, TN",51,51.3901,51.39,Tennessee
28,Diploma,2019-20,Hohenwald,Main Campus,"Lewis County, TN",51,51.3901,51.39,Tennessee
1,Diploma,2019-20,Hohenwald,Main Campus,"Lewis County, TN",15,15.1301,15.13,Tennessee
10,Diploma,2019-20,Hohenwald,Spring Hill High School Instructional Service Cent,"Maury County, TN",51,51.3901,51.39,Tennessee
9,Diploma,2021-22,Hohenwald,Wayne Medical Instructional Service Center,"Wayne County, TN",51,51.3901,51.39,Tennessee
10,Diploma,2019-20,Hohenwald,Wayne Medical Instructional Service Center,"Wayne County, TN",51,51.3901,51.39,Tennessee
5,Certificate,2021-22,Jacksboro,Main Campus,"Campbell County, TN",11,11.1006,11.1,Tennessee
4,Certificate,2021-22,Jacksboro,Main Campus,"Campbell County, TN",46,46.9999,46.99,Tennessee
4,Certificate,2019-20,Jacksboro,Main Campus,"Campbell County, TN",46,46.9999,46.99,Tennessee
2,Certificate,2019-20,Jacksboro,Main Campus,"Campbell County, TN",11,11.1006,11.1,Tennessee
41,Diploma,2021-22,Jacksboro,Main Campus,"Campbell County, TN",51,51.3901,51.39,Tennessee
8,Diploma,2021-22,Jacksboro,Main Campus,"Campbell County, TN",46,46.9999,46.99,Tennessee
7,Diploma,2021-22,Jacksboro,Main Campus,"Campbell County, TN",11,11.1006,11.1,Tennessee
7,Diploma,2019-20,Jacksboro,Main Campus,"Campbell County, TN",11,11.1006,11.1,Tennessee
24,Diploma,2019-20,Jacksboro,Main Campus,"Campbell County, TN",51,51.3901,51.39,Tennessee
6,Certificate,2021-22,Jackson,Brownsville/Haywood Extension Campus,"Haywood County, TN",51,51.3901,51.39,Tennessee
17,Diploma,2021-22,Jackson,Brownsville/Haywood Extension Campus,"Haywood County, TN",51,51.3901,51.39,Tennessee
3,Certificate,2021-22,Jackson,Henderson/Chester County Instructional Service Cen,"Chester County, TN",51,51.3901,51.39,Tennessee
2,Certificate,2019-20,Jackson,Henderson/Chester County Instructional Service Cen,"Chester County, TN",51,51.3901,51.39,Tennessee
18,Diploma,2021-22,Jackson,Henderson/Chester County Instructional Service Cen,"Chester County, TN",51,51.3901,51.39,Tennessee
20,Diploma,2019-20,Jackson,Henderson/Chester County Instructional Service Cen,"Chester County, TN",51,51.3901,51.39,Tennessee
3,Certificate,2021-22,Jackson,Humboldt Higher Education Instructional Service Ce,"Crockett County, TN",51,51.3901,51.39,Tennessee
2,Certificate,2019-20,Jackson,Humboldt Higher Education Instructional Service Ce,"Crockett County, TN",51,51.3901,51.39,Tennessee
14,Diploma,2021-22,Jackson,Humboldt Higher Education Instructional Service Ce,"Crockett County, TN",51,51.3901,51.39,Tennessee
17,Diploma,2019-20,Jackson,Humboldt Higher Education Instructional Service Ce,"Crockett County, TN",51,51.3901,51.39,Tennessee
1,Certificate,2021-22,Jackson,Lexington Extension Campus,"Henderson County, TN",11,11.1006,11.1,Tennessee
2,Certificate,2021-22,Jackson,Lexington Extension Campus,"Henderson County, TN",51,51.3901,51.39,Tennessee
4,Certificate,2019-20,Jackson,Lexington Extension Campus,"Henderson County, TN",51,51.3901,51.39,Tennessee
3,Certificate,2019-20,Jackson,Lexington Extension Campus,"Henderson County, TN",11,11.1006,11.1,Tennessee
2,Diploma,2021-22,Jackson,Lexington Extension Campus,"Henderson County, TN",11,11.1006,11.1,Tennessee
14,Diploma,2021-22,Jackson,Lexington Extension Campus,"Henderson County, TN",51,51.3901,51.39,Tennessee
14,Diploma,2019-20,Jackson,Lexington Extension Campus,"Henderson County, TN",51,51.3901,51.39,Tennessee
1,Diploma,2019-20,Jackson,Lexington Extension Campus,"Henderson County, TN",11,11.1006,11.1,Tennessee
15,Certificate,2021-22,Jackson,Main Campus,"Madison County, TN",11,11.1006,11.1,Tennessee
2,Certificate,2021-22,Jackson,Main Campus,"Madison County, TN",15,15.1301,15.13,Tennessee
3,Certificate,2021-22,Jackson,Main Campus,"Madison County, TN",51,51.3901,51.39,Tennessee
4,Certificate,2019-20,Jackson,Main Campus,"Madison County, TN",51,51.3901,51.39,Tennessee
1,Certificate,2019-20,Jackson,Main Campus,"Madison County, TN",15,15.1301,15.13,Tennessee
5,Certificate,2019-20,Jackson,Main Campus,"Madison County, TN",11,11.1006,11.1,Tennessee
6,Diploma,2021-22,Jackson,Main Campus,"Madison County, TN",15,15.1301,15.13,Tennessee
1,Diploma,2021-22,Jackson,Main Campus,"Madison County, TN",11,11.1006,11.1,Tennessee
13,Diploma,2021-22,Jackson,Main Campus,"Madison County, TN",51,51.3901,51.39,Tennessee
14,Diploma,2019-20,Jackson,Main Campus,"Madison County, TN",51,51.3901,51.39,Tennessee
3,Diploma,2019-20,Jackson,Main Campus,"Madison County, TN",11,11.1006,11.1,Tennessee
2,Certificate,2021-22,Jackson,TCAT Jackson - Whiteville Branch Campus,"Hardeman County, TN",11,11.1006,11.1,Tennessee
6,Diploma,2021-22,Jackson,TCAT Jackson - Whiteville Branch Campus,"Hardeman County, TN",51,51.3901,51.39,Tennessee
2,Diploma,2021-22,Jackson,TCAT Jackson - Whiteville Branch Campus,"Hardeman County, TN",11,11.1006,11.1,Tennessee
13,Diploma,2021-22,Knoxville,Blount Memorial Hospital,"Blount County, TN",51,51.3901,51.39,Tennessee
3,Certificate,2021-22,Knoxville,Main Campus,"Knox County, TN",11,11.1006,11.1,Tennessee
40,Certificate,2021-22,Knoxville,Main Campus,"Knox County, TN",51,51.3902,51.39,Tennessee
37,Certificate,2019-20,Knoxville,Main Campus,"Knox County, TN",51,51.3902,51.39,Tennessee
6,Certificate,2019-20,Knoxville,Main Campus,"Knox County, TN",11,11.1006,11.1,Tennessee
9,Diploma,2021-22,Knoxville,Main Campus,"Knox County, TN",11,11.1006,11.1,Tennessee
102,Diploma,2021-22,Knoxville,Main Campus,"Knox County, TN",51,51.3901,51.39,Tennessee
86,Diploma,2019-20,Knoxville,Main Campus,"Knox County, TN",51,51.3901,51.39,Tennessee
8,Certificate,2019-20,Livingston,Clay County High School,"Clay County, TN",51,51.9999,51.99,Tennessee
14,Diploma,2021-22,Livingston,Cookeville Higher Education Campus,"Putnam County, TN",51,51.3901,51.39,Tennessee
28,Diploma,2019-20,Livingston,Cookeville Higher Education Campus,"Putnam County, TN",51,51.3901,51.39,Tennessee
43,Diploma,2021-22,Livingston,Main Campus,"Overton County, TN",51,51.3901,51.39,Tennessee
54,Diploma,2019-20,Livingston,Main Campus,"Overton County, TN",51,51.3901,51.39,Tennessee
1,Certificate,2021-22,McMinnville,Main Campus,"Warren County, TN",11,11.1006,11.1,Tennessee
1,Certificate,2021-22,McMinnville,Main Campus,"Warren County, TN",51,51.3901,51.39,Tennessee
5,Certificate,2019-20,McMinnville,Main Campus,"Warren County, TN",11,11.1006,11.1,Tennessee
10,Diploma,2021-22,McMinnville,Main Campus,"Warren County, TN",11,11.1006,11.1,Tennessee
30,Diploma,2021-22,McMinnville,Main Campus,"Warren County, TN",51,51.3901,51.39,Tennessee
37,Diploma,2019-20,McMinnville,Main Campus,"Warren County, TN",51,51.3901,51.39,Tennessee
2,Diploma,2019-20,McMinnville,Main Campus,"Warren County, TN",11,11.1006,11.1,Tennessee
1,Certificate,2021-22,Memphis,Main Campus,"Shelby County, TN",11,11.1006,11.1,Tennessee
5,Certificate,2021-22,Memphis,Main Campus,"Shelby County, TN",15,15.1301,15.13,Tennessee
10,Certificate,2021-22,Memphis,Main Campus,"Shelby County, TN",51,51.3901,51.39,Tennessee
4,Certificate,2019-20,Memphis,Main Campus,"Shelby County, TN",15,15.1301,15.13,Tennessee
10,Certificate,2019-20,Memphis,Main Campus,"Shelby County, TN",51,51.3901,51.39,Tennessee
5,Certificate,2019-20,Memphis,Main Campus,"Shelby County, TN",11,11.1006,11.1,Tennessee
11,Diploma,2021-22,Memphis,Main Campus,"Shelby County, TN",11,11.1006,11.1,Tennessee
6,Diploma,2021-22,Memphis,Main Campus,"Shelby County, TN",15,15.1301,15.13,Tennessee
14,Diploma,2021-22,Memphis,Main Campus,"Shelby County, TN",51,51.3901,51.39,Tennessee
6,Diploma,2019-20,Memphis,Main Campus,"Shelby County, TN",15,15.1301,15.13,Tennessee
3,Diploma,2019-20,Memphis,Main Campus,"Shelby County, TN",51,51.3901,51.39,Tennessee
10,Diploma,2019-20,Memphis,Main Campus,"Shelby County, TN",11,11.1006,11.1,Tennessee
1,Diploma,2019-20,Morristown,Greene Technology Center ISC,"Greene County, TN",11,11.1006,11.1,Tennessee
13,Diploma,2021-22,Morristown,Greeneville Instructional Service Center ,"Greene County, TN",51,51.3901,51.39,Tennessee
7,Diploma,2019-20,Morristown,Greeneville Instructional Service Center ,"Greene County, TN",51,51.3901,51.39,Tennessee
2,Certificate,2021-22,Morristown,Main Campus,"Hamblen County, TN",15,15.1301,15.13,Tennessee
2,Certificate,2021-22,Morristown,Main Campus,"Hamblen County, TN",11,11.1006,11.1,Tennessee
36,Diploma,2021-22,Morristown,Main Campus,"Hamblen County, TN",51,51.3901,51.39,Tennessee
11,Diploma,2021-22,Morristown,Main Campus,"Hamblen County, TN",15,15.1301,15.13,Tennessee
5,Diploma,2021-22,Morristown,Main Campus,"Hamblen County, TN",11,11.1006,11.1,Tennessee
15,Diploma,2019-20,Morristown,Main Campus,"Hamblen County, TN",15,15.1301,15.13,Tennessee
7,Diploma,2019-20,Morristown,Main Campus,"Hamblen County, TN",11,11.1006,11.1,Tennessee
33,Diploma,2019-20,Morristown,Main Campus,"Hamblen County, TN",51,51.3901,51.39,Tennessee
8,Diploma,2021-22,Morristown,Newport Instructional Service Center ,"Cocke County, TN",51,51.3901,51.39,Tennessee
9,Diploma,2019-20,Morristown,Sevierville Instructional Service Center,"Seveir County, TN",51,51.3901,51.39,Tennessee
10,Diploma,2021-22,Morristown,Tazewell Instructional Service Center,"Claiborne County, TN",51,51.3901,51.39,Tennessee
10,Diploma,2019-20,Morristown,Tazewell Instructional Service Center,"Claiborne County, TN",51,51.3901,51.39,Tennessee
14,Certificate,2021-22,Murfreesboro,Main Campus,"Rutherford County, TN",51,51.1012,51.1,Tennessee
4,Certificate,2021-22,Murfreesboro,Main Campus,"Rutherford County, TN",11,11.1002,11.1,Tennessee
2,Certificate,2021-22,Murfreesboro,Main Campus,"Rutherford County, TN",15,15.1301,15.13,Tennessee
4,Certificate,2019-20,Murfreesboro,Main Campus,"Rutherford County, TN",11,11.1006,11.1,Tennessee
1,Certificate,2019-20,Murfreesboro,Main Campus,"Rutherford County, TN",15,15.1301,15.13,Tennessee
11,Certificate,2019-20,Murfreesboro,Main Campus,"Rutherford County, TN",51,51.1012,51.1,Tennessee
15,Certificate,2019-20,Murfreesboro,Main Campus,"Rutherford County, TN",11,11.1002,11.1,Tennessee
14,Diploma,2021-22,Murfreesboro,Main Campus,"Rutherford County, TN",11,11.1002,11.1,Tennessee
14,Diploma,2021-22,Murfreesboro,Main Campus,"Rutherford County, TN",51,51.3901,51.39,Tennessee
5,Diploma,2021-22,Murfreesboro,Main Campus,"Rutherford County, TN",15,15.1301,15.13,Tennessee
2,Diploma,2019-20,Murfreesboro,Main Campus,"Rutherford County, TN",11,11.1006,11.1,Tennessee
2,Diploma,2019-20,Murfreesboro,Main Campus,"Rutherford County, TN",15,15.1301,15.13,Tennessee
2,Diploma,2019-20,Murfreesboro,Main Campus,"Rutherford County, TN",11,11.1002,11.1,Tennessee
34,Diploma,2019-20,Murfreesboro,Main Campus,"Rutherford County, TN",51,51.3901,51.39,Tennessee
4,Certificate,2021-22,Nashville,Main Campus,"Davidson County, TN",15,15.1301,15.13,Tennessee
2,Certificate,2021-22,Nashville,Main Campus,"Davidson County, TN",51,51.3901,51.39,Tennessee
1,Certificate,2021-22,Nashville,Main Campus,"Davidson County, TN",11,11.1006,11.1,Tennessee
3,Certificate,2019-20,Nashville,Main Campus,"Davidson County, TN",15,15.1301,15.13,Tennessee
16,Certificate,2019-20,Nashville,Main Campus,"Davidson County, TN",11,11.1006,11.1,Tennessee
14,Certificate,2019-20,Nashville,Main Campus,"Davidson County, TN",51,51.1009,51.1,Tennessee
11,Certificate,2019-20,Nashville,Main Campus,"Davidson County, TN",51,51.3901,51.39,Tennessee
4,Diploma,2021-22,Nashville,Main Campus,"Davidson County, TN",15,15.1301,15.13,Tennessee
58,Diploma,2021-22,Nashville,Main Campus,"Davidson County, TN",51,51.3901,51.39,Tennessee
7,Diploma,2021-22,Nashville,Main Campus,"Davidson County, TN",11,11.1006,11.1,Tennessee
3,Diploma,2019-20,Nashville,Main Campus,"Davidson County, TN",11,11.1006,11.1,Tennessee
12,Diploma,2019-20,Nashville,Main Campus,"Davidson County, TN",15,15.1301,15.13,Tennessee
52,Diploma,2019-20,Nashville,Main Campus,"Davidson County, TN",51,51.3901,51.39,Tennessee
4,Certificate,2021-22,Nashville,TCAT - Portland Campus,"Sumner County, TN",11,11.1006,11.1,Tennessee
6,Certificate,2019-20,Nashville,TCAT - Portland Campus,"Sumner County, TN",11,11.1006,11.1,Tennessee
6,Diploma,2021-22,Nashville,TCAT - Portland Campus,"Sumner County, TN",11,11.1006,11.1,Tennessee
5,Diploma,2021-22,Nashville,TCAT - Portland Campus,"Sumner County, TN",51,51.3901,51.39,Tennessee
5,Diploma,2019-20,Nashville,TCAT - Portland Campus,"Sumner County, TN",11,11.1006,11.1,Tennessee
20,Diploma,2019-20,Nashville,TCAT - Portland Campus,"Sumner County, TN",51,51.3901,51.39,Tennessee
7,Certificate,2021-22,Newbern,Main Campus,"Dyer County, TN",11,11.1006,11.1,Tennessee
2,Certificate,2021-22,Newbern,Main Campus,"Dyer County, TN",15,15.1301,15.13,Tennessee
6,Certificate,2021-22,Newbern,Main Campus,"Dyer County, TN",51,51.3901,51.39,Tennessee
2,Certificate,2019-20,Newbern,Main Campus,"Dyer County, TN",51,51.3901,51.39,Tennessee
10,Certificate,2019-20,Newbern,Main Campus,"Dyer County, TN",15,15.1301,15.13,Tennessee
2,Certificate,2019-20,Newbern,Main Campus,"Dyer County, TN",11,11.1006,11.1,Tennessee
9,Diploma,2021-22,Newbern,Main Campus,"Dyer County, TN",11,11.1006,11.1,Tennessee
10,Diploma,2021-22,Newbern,Main Campus,"Dyer County, TN",15,15.1301,15.13,Tennessee
25,Diploma,2021-22,Newbern,Main Campus,"Dyer County, TN",51,51.3901,51.39,Tennessee
35,Diploma,2019-20,Newbern,Main Campus,"Dyer County, TN",51,51.3901,51.39,Tennessee
4,Diploma,2019-20,Newbern,Main Campus,"Dyer County, TN",15,15.1301,15.13,Tennessee
4,Certificate,2021-22,Newbern,Northwest Correctional Complex,"Lake County, TN",11,11.1006,11.1,Tennessee
1,Certificate,2019-20,Newbern,TCAT Newbern - Union City Campus,"Obion County, TN",51,51.3901,51.39,Tennessee
11,Diploma,2021-22,Newbern,TCAT Newbern - Union City Campus,"Obion County, TN",51,51.3901,51.39,Tennessee
1,Diploma,2019-20,Newbern,TCAT Newbern - Union City Campus,"Obion County, TN",51,51.3901,51.39,Tennessee
5,Certificate,2021-22,Oneida,Main Campus,"Scott County, TN",11,11.1006,11.1,Tennessee
